pose_id,x_nose,y_nose,z_nose,x_left_eye_inner,y_left_eye_inner,z_left_eye_inner,x_left_eye,y_left_eye,z_left_eye,x_left_eye_outer,y_left_eye_outer,z_left_eye_outer,x_right_eye_inner,y_right_eye_inner,z_right_eye_inner,x_right_eye,y_right_eye,z_right_eye,x_right_eye_outer,y_right_eye_outer,z_right_eye_outer,x_left_ear,y_left_ear,z_left_ear,x_right_ear,y_right_ear,z_right_ear,x_mouth_left,y_mouth_left,z_mouth_left,x_mouth_right,y_mouth_right,z_mouth_right,x_left_shoulder,y_left_shoulder,z_left_shoulder,x_right_shoulder,y_right_shoulder,z_right_shoulder,x_left_elbow,y_left_elbow,z_left_elbow,x_right_elbow,y_right_elbow,z_right_elbow,x_left_wrist,y_left_wrist,z_left_wrist,x_right_wrist,y_right_wrist,z_right_wrist,x_left_pinky,y_left_pinky,z_left_pinky,x_right_pinky,y_right_pinky,z_right_pinky,x_left_index,y_left_index,z_left_index,x_right_index,y_right_index,z_right_index,x_left_thumb,y_left_thumb,z_left_thumb,x_right_thumb,y_right_thumb,z_right_thumb,x_left_hip,y_left_hip,z_left_hip,x_right_hip,y_right_hip,z_right_hip,x_left_knee,y_left_knee,z_left_knee,x_right_knee,y_right_knee,z_right_knee,x_left_ankle,y_left_ankle,z_left_ankle,x_right_ankle,y_right_ankle,z_right_ankle,x_left_heel,y_left_heel,z_left_heel,x_right_heel,y_right_heel,z_right_heel,x_left_foot_index,y_left_foot_index,z_left_foot_index,x_right_foot_index,y_right_foot_index,z_right_foot_index
0,0.8105819821357727,0.3489838242530823,-0.14630737900733948,0.817891001701355,0.3428950309753418,-0.14648856222629547,0.8212750554084778,0.3430914878845215,-0.14661218225955963,0.8250249028205872,0.3432566523551941,-0.1466842144727707,0.8127568364143372,0.3423399031162262,-0.11920776218175888,0.8120831251144409,0.34209662675857544,-0.11928295344114304,0.8115061521530151,0.3418540358543396,-0.11934438347816467,0.8410326838493347,0.34681689739227295,-0.10701286792755127,0.8208847045898438,0.3454361855983734,0.01651664637029171,0.8174656629562378,0.3557761311531067,-0.12926475703716278,0.8106571435928345,0.354862779378891,-0.0937754288315773,0.8728246688842773,0.38301295042037964,-0.16858145594596863,0.7916966080665588,0.3923629820346832,0.1053919568657875,0.8265838623046875,0.39084193110466003,-0.3587096333503723,0.7348331212997437,0.40323108434677124,-0.00627320958301425,0.75140780210495,0.36399203538894653,-0.4446885287761688,0.7353931665420532,0.3662600815296173,-0.22525033354759216,0.7412987351417542,0.3558254539966583,-0.4985346496105194,0.727903425693512,0.3570442199707031,-0.26519471406936646,0.742846667766571,0.35370248556137085,-0.4761696755886078,0.732422411441803,0.3541386127471924,-0.26410579681396484,0.744945764541626,0.35659059882164,-0.4384765923023224,0.7355624437332153,0.35881996154785156,-0.23386342823505402,0.8465803265571594,0.49084606766700745,-0.07750643789768219,0.7959761023521423,0.49045810103416443,0.07747600227594376,0.8439471125602722,0.563427209854126,-0.0585988350212574,0.7927045822143555,0.5605670213699341,0.08976422250270844,0.8370873928070068,0.6297858953475952,0.06214424595236778,0.8175188899040222,0.6229511499404907,0.24116414785385132,0.8407114744186401,0.6331862211227417,0.06788487732410431,0.8304089903831482,0.631033182144165,0.2507878839969635,0.8242054581642151,0.6528558731079102,-0.06906908750534058,0.7835667133331299,0.637523889541626,0.1385398954153061
1,0.8098834753036499,0.3479502499103546,-0.06603918224573135,0.8165217041969299,0.34240415692329407,-0.06963089853525162,0.8197342157363892,0.34262827038764954,-0.06967449933290482,0.8236766457557678,0.3428437113761902,-0.06970130652189255,0.8121097087860107,0.3418499827384949,-0.03606899455189705,0.8116232752799988,0.34164851903915405,-0.036105699837207794,0.8111817240715027,0.3414662480354309,-0.036125198006629944,0.8411411046981812,0.3463015854358673,-0.04811783507466316,0.8207690119743347,0.34505540132522583,0.10608404129743576,0.8160850405693054,0.3554982542991638,-0.055545058101415634,0.8101497292518616,0.35475343465805054,-0.011090923100709915,0.8735028505325317,0.3808917701244354,-0.13323484361171722,0.7954128980636597,0.3881989121437073,0.1954348385334015,0.8252835869789124,0.3773093819618225,-0.3558597266674042,0.7374774217605591,0.3924492299556732,0.07247202843427658,0.759613573551178,0.34648382663726807,-0.45368245244026184,0.7415189743041992,0.35295888781547546,-0.18783770501613617,0.7516987323760986,0.33626216650009155,-0.5072212219238281,0.7365275621414185,0.34090694785118103,-0.2358790785074234,0.7538365721702576,0.3346685767173767,-0.4841882884502411,0.7434796690940857,0.3376142382621765,-0.23057019710540771,0.755396842956543,0.3384598195552826,-0.4467768371105194,0.7454128861427307,0.3442268669605255,-0.19783568382263184,0.8468744158744812,0.4868972897529602,-0.08882671594619751,0.7959773540496826,0.4851922392845154,0.08880756050348282,0.8431684970855713,0.55915367603302,-0.08569709211587906,0.791834831237793,0.5548638105392456,0.08703526109457016,0.8371031880378723,0.6291428804397583,0.0016786904307082295,0.8142743706703186,0.6235695481300354,0.21355780959129333,0.8415160179138184,0.6346358060836792,0.0036357890348881483,0.8277931809425354,0.6323583722114563,0.219612255692482,0.8077231645584106,0.6504138708114624,-0.1435411125421524,0.7802833318710327,0.6373456716537476,0.10830525308847427
2,0.8145956993103027,0.34722214937210083,-0.04535447806119919,0.8202799558639526,0.34187769889831543,-0.04642171785235405,0.8238046169281006,0.34203067421913147,-0.046463970094919205,0.8273253440856934,0.34201914072036743,-0.046493615955114365,0.8157473206520081,0.341457337141037,-0.01816253736615181,0.8150758743286133,0.3412560522556305,-0.018216868862509727,0.8135886192321777,0.3410031795501709,-0.018225504085421562,0.8420554995536804,0.3452070355415344,-0.016779650002717972,0.8212810754776001,0.343911349773407,0.11279553174972534,0.8202484250068665,0.35357609391212463,-0.032000914216041565,0.8141706585884094,0.35325324535369873,0.005331264343112707,0.8751057386398315,0.3776531517505646,-0.0862531065940857,0.7980467677116394,0.37919437885284424,0.18599575757980347,0.8283715844154358,0.3773214817047119,-0.3036891222000122,0.7379204034805298,0.3720080256462097,0.061220236122608185,0.7775124311447144,0.3314859867095947,-0.4194797873497009,0.758853554725647,0.32736966013908386,-0.1641392856836319,0.771040678024292,0.3197193145751953,-0.46925783157348633,0.7562006711959839,0.3161781430244446,-0.21070800721645355,0.7743724584579468,0.3190998435020447,-0.44954168796539307,0.7632413506507874,0.31542059779167175,-0.19954396784305573,0.7768436074256897,0.32413581013679504,-0.41483718156814575,0.764778196811676,0.3206068277359009,-0.17165301740169525,0.8470559120178223,0.48228782415390015,-0.0796465203166008,0.7957977056503296,0.47990936040878296,0.07953018695116043,0.8436054587364197,0.5562288165092468,-0.07594703137874603,0.7919725179672241,0.5527495741844177,0.06798622012138367,0.841514527797699,0.6265764236450195,0.004160935524851084,0.8085365295410156,0.6235408782958984,0.18157511949539185,0.8426833152770996,0.6346026062965393,0.0049416786059737206,0.8222078680992126,0.6313261389732361,0.1865997463464737,0.8105686902999878,0.6461639404296875,-0.14063063263893127,0.7803736925125122,0.6386122107505798,0.07577686011791229
3,0.8133781552314758,0.3472920060157776,-0.037445392459630966,0.8191635012626648,0.3416229486465454,-0.038028426468372345,0.8226225972175598,0.3415575921535492,-0.038018371909856796,0.8263218998908997,0.341266006231308,-0.03800709545612335,0.8136590123176575,0.3414347767829895,-0.01197910588234663,0.8126497864723206,0.34124329686164856,-0.012098874896764755,0.8114082217216492,0.34097257256507874,-0.012099663726985455,0.8410656452178955,0.34419065713882446,-0.007681137882173061,0.8184494972229004,0.3435591757297516,0.1114172413945198,0.8198131322860718,0.3536427319049835,-0.023871146142482758,0.8129686713218689,0.35352206230163574,0.0104829715564847,0.8722481727600098,0.37405940890312195,-0.07368151098489761,0.7978135943412781,0.37811800837516785,0.18177618086338043,0.8249993920326233,0.3504963219165802,-0.23959778249263763,0.7412751317024231,0.3576207458972931,0.11188339442014694,0.786229133605957,0.3094925284385681,-0.2893587648868561,0.7793148756027222,0.3123314082622528,-0.01809748448431492,0.7843741774559021,0.29769954085350037,-0.3317650258541107,0.7786722183227539,0.3013605773448944,-0.053686127066612244,0.7866761684417725,0.29724785685539246,-0.3136792778968811,0.7821415662765503,0.3017946481704712,-0.04171287640929222,0.7872434854507446,0.30184945464134216,-0.2842443287372589,0.7830635905265808,0.30728450417518616,-0.022726930677890778,0.847414493560791,0.47874197363853455,-0.07726892083883286,0.7973459959030151,0.4765692353248596,0.07707595080137253,0.8410268425941467,0.5546740293502808,-0.08013316988945007,0.7945345640182495,0.5514550805091858,0.059373896569013596,0.8413028120994568,0.6266177892684937,-0.01997183822095394,0.8090133666992188,0.624325156211853,0.1512269377708435,0.8450032472610474,0.6344921588897705,-0.018325554206967354,0.8219646215438843,0.6313010454177856,0.15451404452323914,0.8094779849052429,0.6466129422187805,-0.149699404835701,0.7799018025398254,0.6393276453018188,0.04996979981660843
4,0.8132492899894714,0.3498631417751312,-0.04013148322701454,0.818574070930481,0.3430558145046234,-0.03990820795297623,0.8223148584365845,0.3426995575428009,-0.03986658900976181,0.8262449502944946,0.3421516418457031,-0.0398217998445034,0.8111329674720764,0.34390953183174133,-0.010418244637548923,0.8091119527816772,0.3440746068954468,-0.010562735609710217,0.8071768879890442,0.34416624903678894,-0.010551037266850471,0.8406105637550354,0.3442125916481018,-0.010507859289646149,0.8124191164970398,0.3464616537094116,0.12464307248592377,0.8197794556617737,0.3553013801574707,-0.027415508404374123,0.8128170371055603,0.35647478699684143,0.01159828994423151,0.8713890910148621,0.3732912838459015,-0.07673925161361694,0.7981780171394348,0.37725645303726196,0.20306746661663055,0.8424718976020813,0.3357585072517395,-0.17241637408733368,0.754020094871521,0.3459665775299072,0.23145319521427155,0.7985655665397644,0.29434117674827576,-0.13327816128730774,0.7890337705612183,0.3013744354248047,0.20191344618797302,0.7985751032829285,0.2831896245479584,-0.16334468126296997,0.7904449701309204,0.29006731510162354,0.18272995948791504,0.8008778095245361,0.28246599435806274,-0.14986315369606018,0.7937832474708557,0.28849250078201294,0.18919697403907776,0.8007560968399048,0.28660088777542114,-0.1280181109905243,0.7938248515129089,0.2938714921474457,0.1968151330947876,0.8474205136299133,0.47689753770828247,-0.08055099099874496,0.7979764342308044,0.47433868050575256,0.08033143728971481,0.8399608135223389,0.5504423975944519,-0.09313728660345078,0.7948776483535767,0.5469161868095398,0.06426544487476349,0.8395242691040039,0.6246756911277771,-0.03496351093053818,0.8102614283561707,0.623933732509613,0.1447606384754181,0.8438761234283447,0.6344705820083618,-0.03317466750741005,0.8223012089729309,0.631253719329834,0.1464419960975647,0.8053361773490906,0.6443344354629517,-0.16126535832881927,0.7793776392936707,0.6387611627578735,0.040780164301395416
5,0.813159704208374,0.3504756987094879,-0.040965281426906586,0.8178642988204956,0.3436647355556488,-0.03805601969361305,0.8218454122543335,0.3430408239364624,-0.03799497336149216,0.8259745836257935,0.34235280752182007,-0.03793559595942497,0.808971643447876,0.3449826240539551,-0.012099431827664375,0.8064470291137695,0.3453531563282013,-0.012243794277310371,0.8041074275970459,0.3456711769104004,-0.012231545522809029,0.839300811290741,0.34439796209335327,-0.00033922254806384444,0.8084108829498291,0.3485211133956909,0.11977969110012054,0.8199267983436584,0.35550031065940857,-0.025107113644480705,0.8126246929168701,0.35724297165870667,0.009685877710580826,0.8711148500442505,0.3718450963497162,-0.0543864443898201,0.7980756759643555,0.37771278619766235,0.18830569088459015,0.8477643132209778,0.33042481541633606,-0.145955428481102,0.7682799696922302,0.33591192960739136,0.18942125141620636,0.8118897080421448,0.285087525844574,-0.1223207488656044,0.8023099899291992,0.2910786271095276,0.1610744297504425,0.8118398785591125,0.2752332389354706,-0.1566898375749588,0.804505467414856,0.27920669317245483,0.1368981897830963,0.8140504360198975,0.2754477262496948,-0.14407233893871307,0.8085650205612183,0.2793487012386322,0.14273057878017426,0.8142344951629639,0.2780895531177521,-0.1187974363565445,0.808481752872467,0.2824021577835083,0.15564578771591187,0.8484483361244202,0.4753674864768982,-0.06752710044384003,0.8001008629798889,0.47269147634506226,0.06724344938993454,0.8404415845870972,0.5493119359016418,-0.08803241699934006,0.800116240978241,0.5458350777626038,0.0585816316306591,0.8406649231910706,0.6256892085075378,-0.019911566749215126,0.8121777176856995,0.622803807258606,0.11837700009346008,0.8445737361907959,0.635209321975708,-0.018308719620108604,0.8222928643226624,0.6329119205474854,0.11786774545907974,0.8189922571182251,0.6448357701301575,-0.15390613675117493,0.7858951091766357,0.640011191368103,-0.0031686932779848576
6,0.8102444410324097,0.35208648443222046,-0.03750713914632797,0.8147313594818115,0.3447854220867157,-0.036450691521167755,0.81915283203125,0.3437950015068054,-0.03638392686843872,0.8237797021865845,0.3427729606628418,-0.036345936357975006,0.8054711222648621,0.34661978483200073,-0.00935091357678175,0.8031411170959473,0.34703290462493896,-0.00952888559550047,0.8009870648384094,0.34731632471084595,-0.009550198912620544,0.8377169966697693,0.34443625807762146,-0.006284280680119991,0.8067178726196289,0.34914281964302063,0.11809168010950089,0.8190019130706787,0.3562435507774353,-0.02472601644694805,0.8107223510742188,0.3582521975040436,0.01137735415250063,0.8700533509254456,0.3698272407054901,-0.06461562216281891,0.7986363172531128,0.37726178765296936,0.18589772284030914,0.8458625674247742,0.3269677758216858,-0.15255510807037354,0.7777254581451416,0.3281804323196411,0.17929647862911224,0.8267034888267517,0.28106820583343506,-0.10677345097064972,0.8173725605010986,0.2829383909702301,0.15535077452659607,0.8272243738174438,0.2723928987979889,-0.13553284108638763,0.8214501142501831,0.27381905913352966,0.13072070479393005,0.8286142349243164,0.27191871404647827,-0.12871135771274567,0.8246327042579651,0.27159029245376587,0.14148758351802826,0.8284069299697876,0.2757492661476135,-0.10518861562013626,0.8243017196655273,0.27586790919303894,0.1511937379837036,0.8488168716430664,0.47487300634384155,-0.06709571927785873,0.8015164732933044,0.47233086824417114,0.06679502129554749,0.8438844680786133,0.5494868159294128,-0.06986288726329803,0.7999866008758545,0.5443728566169739,0.06962881237268448,0.8436118960380554,0.6257940530776978,-0.018361344933509827,0.8093554377555847,0.6223986148834229,0.14034438133239746,0.8454701900482178,0.6352003812789917,-0.015248176641762257,0.8174358606338501,0.631536602973938,0.14160090684890747,0.8206299543380737,0.6449646353721619,-0.15098190307617188,0.7841036319732666,0.6403576731681824,0.02449992671608925
7,0.8033921122550964,0.3525054454803467,-0.03400440141558647,0.8086720108985901,0.34511739015579224,-0.03803795203566551,0.8130013942718506,0.34428101778030396,-0.037969812750816345,0.8174612522125244,0.34336185455322266,-0.03794664517045021,0.8002383708953857,0.34659677743911743,-0.006644294131547213,0.798492431640625,0.34690061211586,-0.006815463770180941,0.7969281673431396,0.34709030389785767,-0.006834276486188173,0.8336843848228455,0.3444652259349823,-0.025704313069581985,0.8050005435943604,0.34897565841674805,0.1155957356095314,0.8133976459503174,0.35680994391441345,-0.028469949960708618,0.80500727891922,0.35842424631118774,0.012625901028513908,0.8674378991127014,0.3680000305175781,-0.1002473309636116,0.8004692792892456,0.37640637159347534,0.18209195137023926,0.8478143215179443,0.32768136262893677,-0.19953010976314545,0.7854531407356262,0.328315794467926,0.17229898273944855,0.8400545716285706,0.27927350997924805,-0.17870913445949554,0.827924370765686,0.28035712242126465,0.11127976328134537,0.8425956964492798,0.2700044810771942,-0.2126346230506897,0.8323341608047485,0.27065372467041016,0.08429211378097534,0.8436257243156433,0.26962870359420776,-0.20221242308616638,0.8348725438117981,0.27052992582321167,0.0935598760843277,0.8424809575080872,0.2734029293060303,-0.17572560906410217,0.8340914249420166,0.27330854535102844,0.1056952252984047,0.8483777642250061,0.4742116928100586,-0.07686258852481842,0.8034307956695557,0.4722784459590912,0.07655294984579086,0.8432117700576782,0.5477434396743774,-0.08325202018022537,0.8004042506217957,0.5441538095474243,0.08378060907125473,0.8435548543930054,0.6250637769699097,-0.025954628363251686,0.8088416457176208,0.6224192380905151,0.14709876477718353,0.845656156539917,0.6344339847564697,-0.023704489693045616,0.8168748021125793,0.6314581036567688,0.14808829128742218,0.812352180480957,0.6450387835502625,-0.1520937979221344,0.7821584939956665,0.6403243541717529,0.03374800831079483
8,0.8018513321876526,0.3524529039859772,-0.014529935084283352,0.8072024583816528,0.3450925052165985,-0.017934393137693405,0.8114380836486816,0.3442760109901428,-0.01788465864956379,0.8157509565353394,0.3433602452278137,-0.017873598262667656,0.7989200353622437,0.3464899957180023,0.012264866381883621,0.797314465045929,0.34677654504776,0.01208269689232111,0.7958835959434509,0.3469717502593994,0.01206898782402277,0.8316774368286133,0.3440588712692261,-0.008617163635790348,0.8041253089904785,0.34875068068504333,0.12974867224693298,0.8125738501548767,0.35680848360061646,-0.00981265027076006,0.8039888143539429,0.3584083318710327,0.03028320148587227,0.8671184182167053,0.36656445264816284,-0.07860200852155685,0.8018431663513184,0.375420480966568,0.1877477914094925,0.8484666347503662,0.32344672083854675,-0.1457197666168213,0.7893503904342651,0.32705628871917725,0.21191106736660004,0.8460026979446411,0.28162682056427,-0.06577657908201218,0.8329231142997742,0.28353556990623474,0.21710385382175446,0.8486365675926208,0.27258729934692383,-0.08695460110902786,0.8388115167617798,0.27428585290908813,0.20005521178245544,0.8496922254562378,0.2726781666278839,-0.08263949304819107,0.8406928777694702,0.2745717465877533,0.21178171038627625,0.8476855158805847,0.27669960260391235,-0.0641075000166893,0.8393344283103943,0.27682867646217346,0.21434493362903595,0.8480866551399231,0.4731775224208832,-0.07691413909196854,0.80352783203125,0.4714674949645996,0.07661117613315582,0.8431719541549683,0.5464101433753967,-0.09276071935892105,0.801314651966095,0.5439203977584839,0.07870370894670486,0.8434072732925415,0.6248875856399536,-0.04192864149808884,0.8089380264282227,0.6214168071746826,0.12268482148647308,0.845770537853241,0.63422691822052,-0.04003887623548508,0.8198363184928894,0.6313837766647339,0.1209784522652626,0.8080595135688782,0.6513782143592834,-0.1599673628807068,0.7816072106361389,0.64044189453125,0.013727035373449326
9,0.7989802956581116,0.35229310393333435,0.001377771724946797,0.8053139448165894,0.344827800989151,0.0005585370818153024,0.8096447587013245,0.34412115812301636,0.0006066517671570182,0.8139614462852478,0.3432823121547699,0.0006308272713795304,0.7967993021011353,0.34594759345054626,0.028699496760964394,0.7952298521995544,0.3461485505104065,0.02850181795656681,0.7938716411590576,0.34625083208084106,0.028492148965597153,0.8289491534233093,0.34407109022140503,0.01608780212700367,0.8027222752571106,0.34830886125564575,0.14408127963542938,0.810007631778717,0.3568035960197449,0.007576608099043369,0.8008573651313782,0.35837647318840027,0.04480237886309624,0.8647368550300598,0.36591383814811707,-0.05110902339220047,0.8004928827285767,0.3753215968608856,0.19948381185531616,0.8492176532745361,0.3250124454498291,-0.10345002263784409,0.7874937057495117,0.326718807220459,0.23059208691120148,0.8517628312110901,0.2849341034889221,-0.018147461116313934,0.8372873663902283,0.28726115822792053,0.2570945620536804,0.8568840622901917,0.2751297354698181,-0.037272680550813675,0.845508337020874,0.27735432982444763,0.24393422901630402,0.8573983311653137,0.2760730981826782,-0.034582093358039856,0.8471776247024536,0.2774728834629059,0.25601062178611755,0.8553959131240845,0.2798004150390625,-0.016973955556750298,0.8451999425888062,0.2802324891090393,0.2553984522819519,0.8471670150756836,0.47184425592422485,-0.07678559422492981,0.8030647039413452,0.47104328870773315,0.07647412270307541,0.8402872681617737,0.5440208315849304,-0.09951159358024597,0.8016971349716187,0.5426024198532104,0.06785977631807327,0.8401811122894287,0.6241384744644165,-0.06620504707098007,0.811303973197937,0.6214832067489624,0.09019866585731506,0.8457886576652527,0.6332629919052124,-0.065775066614151,0.8249127864837646,0.630987286567688,0.0864277184009552,0.8059527277946472,0.6476762890815735,-0.17822234332561493,0.7819540500640869,0.6400771737098694,-0.015869922935962677
